time,latitude,longitude,speed,speed_limit,acceleration,heading,yaw_rate,steering_angle,jerk,traffic_condition,road_condition,road_type,time_of_day,sudden_brake,sudden_acceleration,sudden_stop,sudden_turn,tight_turn,speeding,anomaly_explanation
212,43.19698,76.85596,23.56,40,-3.0,349.35,25.0,22.35,0.0,2,0,1,0,0,0,0,0,0,0,
213,43.19705,76.85593,14.27,40,0.78,336.8,13.03,16.1,1.0,1,0,1,3,0,0,0,0,0,0,
214,43.19738,76.85573,25.43,40,2.0,328.78,5.27,4.46,1.0,2,0,1,2,0,0,0,0,0,0,
215,43.19757,76.85562,53.98,100,-0.46,329.93,0.19,0.1,-1.0,2,0,0,2,0,0,0,0,0,0,
216,43.198,76.85525,24.33,60,-3.0,319.29,9.43,8.24,-1.0,1,3,2,0,0,0,0,0,0,0,
217,43.19867,76.85467,36.46,40,2.0,319.12,0.08,0.05,1.0,0,0,1,1,0,0,0,0,0,0,
218,43.19885,76.85451,38.65,100,2.0,318.37,0.17,0.11,0.0,1,3,0,3,0,0,0,0,0,0,
219,43.19955,76.85402,82.84,100,-7.33,325.01,1.0,0.5,-3.91,0,0,0,1,1,0,0,0,0,0,Sudden brake with acceleration -7.33 m/s² (below -6 threshold)
220,43.19982,76.85389,69.3,100,0.7,334.29,1.39,0.7,-1.0,0,0,0,3,0,0,0,0,0,0,
221,43.20015,76.85375,84.52,100,-0.27,355.23,32.25,25.8,-0.97,0,0,0,1,0,0,0,1,0,0,Sudden turn with yaw rate 32.25 deg/s (above 25 threshold) at speed 84.52 km/h
222,43.20028,76.85369,74.8,100,-3.0,335.22,0.27,0.13,-1.0,0,0,0,0,0,0,0,0,0,0,
223,43.20096,76.85342,62.39,100,-3.0,338.34,0.47,0.23,0.0,0,0,0,0,0,0,0,0,0,0,
224,43.20096,76.85342,45.13,100,-3.0,0.0,25.0,13.6,0.0,1,3,0,1,0,0,0,0,0,0,
225,43.20101,76.8534,29.89,40,-3.0,338.2,25.0,18.8,0.0,1,1,1,1,0,0,0,0,0,0,
226,43.20164,76.85319,37.26,100,0.28,341.57,0.8,0.51,1.0,2,2,0,1,0,0,0,0,0,0,
227,43.20239,76.85293,30.55,40,-3.0,340.88,0.39,0.28,-1.0,1,0,1,1,0,0,0,0,0,0,
228,43.2032,76.85265,29.01,40,2.0,340.93,0.03,0.02,1.0,2,0,1,1,0,0,0,0,0,0,
229,43.2032,76.85265,64.09,100,2.0,0.0,25.0,12.5,0.0,1,0,0,3,0,0,0,0,0,0,
230,43.2033,76.85287,87.37,60,-3.0,65.56,15.0,10.0,-1.0,0,1,2,0,0,0,0,0,0,1,Speeding at 87.37 km/h with limit 60 km/h (46% over)
231,43.20382,76.85354,55.84,100,-3.0,52.18,2.2,1.1,0.0,1,3,0,2,0,0,0,0,0,0,
232,43.20398,76.85374,31.47,40,2.0,51.34,0.46,0.33,1.0,1,0,1,1,0,0,0,0,0,0,
233,43.20481,76.85482,63.99,100,2.0,52.46,0.17,0.08,0.0,0,2,0,2,0,0,0,0,0,0,
234,43.20536,76.85555,40.35,40,2.0,53.0,0.24,0.14,0.0,0,0,1,3,0,0,0,0,0,0,
235,43.20597,76.8563,72.12,100,-3.0,50.88,0.32,0.16,-1.0,0,0,0,1,0,0,0,0,0,0,
236,43.20603,76.85638,22.49,40,2.0,53.13,1.64,1.51,1.0,1,2,1,2,0,0,0,0,0,0,
237,43.20648,76.85703,94.9,100,2.0,55.3,0.33,0.16,0.0,0,0,0,2,0,0,0,0,0,0,
238,43.20649,76.85706,47.59,100,-3.0,73.21,44.44,35.55,-1.0,2,1,0,3,0,0,0,1,0,0,Sudden turn with yaw rate 44.44 deg/s (above 25 threshold) at speed 47.59 km/h
239,43.20654,76.85718,11.16,40,-1.18,113.03,46.17,37.27,0.0,1,0,1,3,0,0,0,0,1,0,Tight turn with steering angle 37.27 deg (above 35 threshold) and yaw rate 46.17 deg/s
240,43.20674,76.85762,33.61,40,2.0,65.56,0.94,0.65,1.0,0,1,1,3,0,0,0,0,0,0,
241,43.20686,76.85811,69.27,60,2.0,76.24,6.97,4.66,0.0,1,1,2,3,0,0,0,0,0,0,
242,43.20701,76.85906,0.0,100,-8.91,81.03,0.72,0.36,-3.55,0,1,0,3,0,0,1,0,0,0,Sudden stop with speed drop of 69.3 km/h and hard braking (-8.91 m/s²)
243,43.20707,76.8597,85.04,100,-3.0,84.64,0.54,0.27,-1.0,0,0,0,1,0,0,0,0,0,0,
244,43.20711,76.86005,47.25,60,-3.0,83.48,0.58,0.3,0.0,0,0,2,2,0,0,0,0,0,0,
245,43.20721,76.86068,44.47,60,2.0,80.98,1.31,0.72,1.0,0,2,2,3,0,0,0,0,0,0,
246,43.20727,76.86102,84.83,100,2.0,110.31,41.08,32.87,0.0,1,0,0,2,0,0,0,1,0,0,Sudden turn with yaw rate 41.08 deg/s (above 25 threshold) at speed 84.83 km/h
247,43.20733,76.86132,51.97,60,-3.0,78.69,0.59,0.3,-1.0,0,2,2,2,0,0,0,0,0,0,
248,43.20734,76.86134,37.09,40,-3.0,63.43,7.25,4.62,0.0,0,1,1,2,0,0,0,0,0,0,
249,43.20742,76.8616,21.99,40,2.0,72.9,7.01,6.57,1.0,2,0,1,1,0,0,0,0,0,0,
250,43.20752,76.86189,93.15,100,2.0,70.97,0.29,0.14,0.0,0,0,0,3,0,0,0,0,0,0,
251,43.20762,76.86219,71.23,100,-3.0,71.57,0.09,0.04,-1.0,1,1,0,1,0,0,0,0,0,0,
252,43.2079,76.86299,55.21,100,-3.0,70.71,0.14,0.07,0.0,2,0,0,1,0,0,0,0,0,0,
253,43.20793,76.86305,23.7,40,-3.0,63.43,5.07,4.51,0.0,0,2,1,0,0,0,0,0,0,0,
254,43.20806,76.86342,27.6,60,2.0,70.64,5.75,4.59,1.0,2,0,2,3,0,0,0,0,0,0,
255,43.20806,76.86342,31.77,60,-1.41,0.0,25.0,17.96,-1.0,0,3,2,2,0,0,0,0,0,0,
256,43.20812,76.86334,24.21,40,2.0,306.87,25.0,21.92,1.0,2,0,1,1,0,0,0,0,0,0,
257,43.20829,76.86313,48.09,60,2.0,308.99,1.04,0.54,0.0,0,1,2,3,0,0,0,0,0,0,
258,43.2083,76.86312,40.27,60,-3.0,315.0,3.45,2.06,-1.0,0,1,2,0,0,0,0,0,0,0,
259,43.20853,76.86282,19.87,40,-3.0,307.48,6.05,6.08,0.0,1,0,1,1,0,0,0,0,0,0,
260,43.20853,76.86282,27.1,60,2.0,0.0,25.0,20.22,1.0,2,2,2,3,0,0,0,0,0,0,
261,43.20866,76.86267,75.48,100,2.0,310.91,25.0,12.5,0.0,2,0,0,1,0,0,0,0,0,0,
262,43.20896,76.86224,40.21,60,-3.0,304.9,3.46,2.07,-1.0,1,1,2,3,0,0,0,0,0,0,
263,43.20935,76.86174,30.33,40,-2.53,307.95,1.73,1.28,0.47,1,0,1,0,0,0,0,0,0,0,
264,43.20995,76.86099,34.14,40,0.65,308.66,0.36,0.25,1.0,0,0,1,2,0,0,0,0,0,0,
265,43.21038,76.86049,31.89,40,2.0,310.7,1.1,0.79,1.0,1,1,1,3,0,0,0,0,0,0,
266,43.21072,76.86007,72.67,100,-2.37,308.99,0.26,0.13,-1.0,0,1,0,0,0,0,0,0,0,0,
267,43.21096,76.85981,26.21,40,-3.0,312.71,2.38,1.97,-0.63,0,3,1,1,0,0,0,0,0,0,
268,43.21096,76.85981,42.8,100,2.0,0.0,25.0,14.2,1.0,1,2,0,3,0,0,0,0,0,0,
269,43.21102,76.85992,83.68,100,2.0,61.39,9.21,4.6,0.0,0,0,0,1,0,0,0,0,0,0,
270,43.21106,76.86001,69.94,100,-0.53,66.04,0.7,0.35,-1.0,1,0,0,2,0,0,0,0,0,0,
271,43.21119,76.86029,82.41,100,2.0,89.04,30.27,24.22,1.0,0,0,0,3,0,0,0,1,0,0,Sudden turn with yaw rate 30.27 deg/s (above 25 threshold) at speed 82.41 km/h
272,43.21151,76.86095,75.41,100,-6.22,64.13,0.14,0.07,-3.25,0,0,0,0,1,0,0,0,0,0,Sudden brake with acceleration -6.22 m/s² (below -6 threshold)
273,43.21185,76.86168,62.18,100,-3.0,91.79,36.38,29.11,0.0,0,1,0,3,0,0,0,1,0,0,Sudden turn with yaw rate 36.38 deg/s (above 25 threshold) at speed 62.18 km/h
274,43.21188,76.86172,20.17,40,-3.0,53.13,9.45,9.4,0.0,1,1,1,3,0,0,0,0,0,0,
275,43.21256,76.86312,18.19,40,2.0,64.09,9.46,10.06,1.0,1,1,1,3,0,0,0,0,0,0,
276,43.2129,76.86376,39.08,40,2.0,62.02,0.94,0.57,0.0,0,0,1,2,0,0,0,0,0,0,
277,43.21294,76.86384,34.48,40,-2.36,63.43,0.72,0.48,-1.0,0,0,1,2,0,0,0,0,0,0,
278,43.21307,76.86407,33.41,100,2.0,60.52,0.76,0.52,1.0,2,2,0,2,0,0,0,0,0,0,
279,43.21344,76.86478,40.0,100,-2.73,100.55,46.56,40.78,0.0,1,0,0,1,0,0,0,0,1,0,Tight turn with steering angle 40.78 deg (above 35 threshold) and yaw rate 46.56 deg/s
280,43.21379,76.8654,70.78,100,-3.0,88.53,40.13,32.11,-1.0,1,0,0,3,0,0,0,1,0,0,Sudden turn with yaw rate 40.13 deg/s (above 25 threshold) at speed 70.78 km/h
281,43.21379,76.8654,68.61,100,-3.0,0.0,9.08,4.54,0.0,1,0,0,3,0,0,0,0,0,0,
282,43.26191,78.02968,45.5,40,-0.44,87.63,25.0,13.51,1.0,0,0,1,1,0,0,0,0,0,0,
283,43.26229,78.03132,67.55,100,-3.0,76.95,1.6,0.8,-1.0,1,0,0,2,0,0,0,0,0,0,
284,43.26186,78.03641,35.87,40,-3.0,94.83,8.75,5.72,0.0,0,0,1,1,0,0,0,0,0,0,
285,43.26045,78.03804,16.29,40,-3.0,130.86,25.0,28.53,0.0,2,1,1,2,0,0,0,0,0,0,
286,43.25983,78.03991,27.94,40,2.0,108.34,13.67,10.81,1.0,2,1,1,1,0,0,0,0,0,0,
287,43.26006,78.04119,33.44,60,-3.68,153.12,51.51,41.61,0.0,1,1,2,1,0,0,0,0,1,0,Tight turn with steering angle 41.61 deg (above 35 threshold) and yaw rate 51.51 deg/s
288,43.26165,78.04668,72.68,100,-7.14,73.85,0.89,0.45,-3.84,0,0,0,3,1,0,0,0,0,0,Sudden brake with acceleration -7.14 m/s² (below -6 threshold)
289,43.26378,78.05694,59.38,100,-3.0,78.27,0.66,0.33,-1.0,1,0,0,3,0,0,0,0,0,0,
290,43.26411,78.05808,35.19,60,2.0,73.86,2.86,1.9,1.0,1,1,2,1,0,0,0,0,0,0,
291,43.26454,78.0614,100.96,100,0.54,82.62,1.31,0.66,-1.0,0,0,0,1,0,0,0,0,0,0,
292,43.2655,78.06376,36.5,60,-3.0,67.86,9.25,5.97,-1.0,0,1,2,2,0,0,0,0,0,0,
293,43.26825,78.07044,75.06,100,2.0,67.62,0.04,0.02,1.0,0,0,0,2,0,0,0,0,0,0,
294,43.26902,78.07269,92.03,100,-3.0,71.11,0.52,0.26,-1.0,0,0,0,3,0,0,0,0,0,0,
295,43.26939,78.07472,34.44,40,-3.0,79.67,4.34,2.93,0.0,0,1,1,2,0,0,0,0,0,0,
296,43.2697,78.07611,64.61,100,-3.0,77.43,0.34,0.17,0.0,1,0,0,0,0,0,0,0,0,0,
297,43.26985,78.07669,20.0,40,4.18,75.5,1.56,1.58,2.73,1,2,1,1,0,1,0,0,0,0,Sudden acceleration with acceleration 4.18 m/s² (above +2 threshold)
298,43.27043,78.07848,25.68,100,2.0,72.05,0.52,0.26,0.0,0,1,0,1,0,0,0,0,0,0,
299,43.27069,78.07962,80.97,60,-3.0,77.15,4.2,3.44,-1.0,2,0,2,2,0,0,0,0,0,1,Speeding at 80.97 km/h with limit 60 km/h (35% over)
300,43.27137,78.08213,61.38,100,2.0,74.84,0.35,0.17,1.0,0,0,0,3,0,0,0,0,0,0,
301,43.27186,78.08281,70.56,100,-3.0,54.22,3.09,1.55,-1.0,0,0,0,0,0,0,0,0,0,0,
302,43.27244,78.08571,28.28,40,-3.0,78.69,14.7,11.52,0.0,2,0,1,1,0,0,0,0,0,0,
303,43.27287,78.08737,32.57,60,2.0,75.48,2.22,1.57,1.0,2,0,2,3,0,0,0,0,0,0,
304,43.27338,78.08864,34.65,60,2.0,68.12,4.82,3.24,0.0,2,0,2,0,0,0,0,0,0,0,
305,43.27433,78.09066,75.17,100,2.0,64.81,0.5,0.25,0.0,1,0,0,1,0,0,0,0,0,0,
306,43.27497,78.09246,46.46,100,-0.49,70.43,1.09,0.58,-1.0,2,1,0,3,0,0,0,0,0,0,
307,43.27501,78.09257,74.0,100,2.0,70.02,0.06,0.03,1.0,0,1,0,3,0,0,0,0,0,0,
308,43.27528,78.09345,60.35,100,-3.0,72.94,0.45,0.22,-1.0,0,2,0,2,0,0,0,0,0,0,
309,43.27596,78.0952,50.05,60,-3.0,68.77,1.97,0.99,0.0,0,1,2,1,0,0,0,0,0,0,
310,43.2765,78.09643,49.55,60,-3.0,66.3,1.18,0.59,0.0,0,0,2,3,0,0,0,0,0,0,
311,43.27705,78.09726,39.57,100,-3.0,56.47,2.2,1.33,0.0,1,3,0,0,0,0,0,0,0,0,
312,43.27753,78.09771,24.01,40,-3.0,43.15,9.18,8.1,0.0,2,1,1,2,0,0,0,0,0,0,
313,43.27798,78.09905,30.75,40,2.0,71.44,15.82,11.65,1.0,1,1,1,2,0,0,0,0,0,0,
314,43.27803,78.09953,64.47,100,2.0,84.05,1.89,0.95,0.0,0,2,0,0,0,0,0,0,0,0,
315,43.27823,78.10014,68.9,100,0.37,71.85,1.83,0.92,-1.0,1,0,0,0,0,0,0,0,0,0,
316,43.27821,78.10068,65.35,100,-3.0,92.12,3.04,1.52,-1.0,2,0,0,2,0,0,0,0,0,0,
317,43.27825,78.10144,28.92,40,3.78,86.99,3.03,2.33,2.57,0,0,1,0,0,1,0,0,0,0,Sudden acceleration with acceleration 3.78 m/s² (above +2 threshold)
318,43.27848,78.10212,39.9,60,1.87,71.31,8.54,4.86,1.0,0,1,2,0,0,0,0,0,0,0,
319,43.27878,78.10233,33.42,60,-3.0,34.99,24.58,16.98,-1.0,1,2,2,0,0,0,0,0,0,0,
320,43.27901,78.10238,35.37,60,2.0,12.26,14.64,9.68,1.0,2,0,2,1,0,0,0,0,0,0,
321,43.27906,78.10268,53.27,100,-5.21,80.54,11.72,5.86,-2.33,1,2,0,1,1,0,0,0,0,0,Sudden brake with acceleration -5.21 m/s² (below -6 threshold)
322,43.27898,78.1029,75.45,60,-3.0,109.98,14.67,7.7,-1.0,0,0,2,3,0,0,0,0,0,1,Speeding at 75.45 km/h with limit 60 km/h (26% over)
323,43.27865,78.1031,44.07,100,2.0,148.78,7.91,4.39,1.0,2,0,0,0,0,0,0,0,0,0,
324,43.27839,78.10332,73.15,100,-3.0,139.76,1.35,0.68,-1.0,1,0,0,3,0,0,0,0,0,0,
325,43.27826,78.10361,22.22,40,-3.0,114.15,18.82,17.53,0.0,0,2,1,2,0,0,0,0,0,0,
326,43.2783,78.10389,25.15,40,0.76,81.87,21.41,18.28,1.0,0,1,1,3,0,0,0,0,0,0,
327,43.27817,78.10414,24.04,40,0.69,117.47,24.52,21.61,-0.07,1,0,1,2,0,0,0,0,0,0,
328,43.27817,78.10438,26.8,40,2.0,90.0,17.28,14.08,1.0,1,0,1,1,0,0,0,0,0,0,
329,43.27828,78.10477,74.0,100,0.65,74.25,2.36,1.18,-1.0,1,0,0,2,0,0,0,0,0,0,
330,43.27843,78.10507,28.38,60,-3.0,96.15,27.3,21.84,-1.0,2,0,2,0,0,0,0,1,0,0,Sudden turn with yaw rate 27.3 deg/s (above 25 threshold) at speed 28.38 km/h
331,43.27853,78.10542,23.65,40,2.0,74.05,7.41,6.61,1.0,1,0,1,1,0,0,0,0,0,0,
332,43.27853,78.10573,75.35,100,2.0,90.0,2.39,1.2,0.0,0,0,0,1,0,0,0,0,0,0,
333,43.27867,78.10617,42.99,100,-3.0,72.35,3.68,2.08,-1.0,0,3,0,0,0,0,0,0,0,0,
334,43.27894,78.10646,49.15,100,-3.0,47.05,4.67,2.37,0.0,2,2,0,2,0,0,0,0,0,0,
335,43.27938,78.1066,24.67,60,-3.0,17.65,25.0,21.64,0.0,0,3,2,2,0,0,0,0,0,0,
336,43.27969,78.10698,22.99,40,-0.88,50.79,23.68,21.53,1.0,0,2,1,0,0,0,0,0,0,0,
337,43.27998,78.1074,22.55,60,-0.47,55.38,4.33,3.99,0.41,2,0,2,0,0,0,0,0,0,0,
338,43.2803,78.10773,21.86,40,2.0,45.88,7.07,6.66,1.0,2,0,1,3,0,0,0,0,0,0,
339,43.28091,78.10825,38.88,60,2.0,40.45,3.22,1.98,0.0,0,0,2,2,0,0,0,0,0,0,
340,43.2815,78.10861,33.27,40,-5.5,31.39,4.73,3.28,-3.61,0,1,1,1,1,0,0,0,0,0,Sudden brake with acceleration -5.5 m/s² (below -6 threshold)
341,43.28245,78.10873,14.64,100,2.0,7.2,3.63,1.81,0.0,0,0,0,1,0,0,0,0,0,0,
342,43.28267,78.10886,63.82,100,-3.0,30.58,3.51,1.75,-1.0,0,2,0,3,0,0,0,0,0,0,
343,43.28298,78.10896,18.0,40,-3.0,17.88,11.04,11.83,0.0,1,0,1,1,0,0,0,0,0,0,
344,43.28331,78.10922,34.99,60,2.0,38.23,13.23,8.83,1.0,1,2,2,2,0,0,0,0,0,0,
345,43.28371,78.10968,69.74,100,2.0,48.99,1.61,0.81,0.0,1,0,0,3,0,0,0,0,0,0,
346,43.28592,78.11252,74.77,100,-3.0,52.11,0.47,0.23,-1.0,0,0,0,3,0,0,0,0,0,0,
347,43.28834,78.11571,38.8,40,-3.0,52.82,0.32,0.2,0.0,0,0,1,1,0,0,0,0,0,0,
348,43.28901,78.1168,20.4,40,2.16,58.42,4.41,4.36,2.63,1,1,1,3,0,1,0,0,0,0,Sudden acceleration with acceleration 2.16 m/s² (above +2 threshold)
349,43.28945,78.1178,27.17,40,1.65,66.25,4.44,3.31,1.0,1,0,1,1,0,0,0,0,0,0,
350,43.28985,78.11829,24.37,40,0.7,50.77,10.54,9.2,-0.96,1,1,1,2,0,0,0,0,0,0,
351,43.29062,78.11878,31.93,40,-3.0,32.47,9.91,7.09,-1.0,1,1,1,1,0,0,0,0,0,0,
352,43.29109,78.11901,14.94,40,0.29,26.08,6.42,7.72,1.0,2,3,1,2,0,0,0,0,0,0,
353,43.29243,78.11988,32.62,40,2.0,32.99,3.68,2.59,1.0,0,0,1,1,0,0,0,0,0,0,
354,43.29355,78.12085,30.57,40,-3.0,40.89,4.44,3.29,-1.0,2,1,1,3,0,0,0,0,0,0,
355,43.29514,78.12285,18.61,40,2.0,51.52,9.0,9.43,1.0,0,1,1,0,0,0,0,0,0,0,
356,43.2955,78.12303,82.22,100,2.0,26.57,3.74,1.87,0.0,0,0,0,1,0,0,0,0,0,0,
357,43.29616,78.12349,84.01,100,-5.11,34.88,1.25,0.62,-3.6,0,0,0,2,1,0,0,0,0,0,Sudden brake with acceleration -5.11 m/s² (below -6 threshold)
358,43.29684,78.12461,71.07,60,-3.0,58.74,9.31,4.65,0.0,0,0,2,2,0,0,0,0,0,0,
359,43.29759,78.12614,25.85,40,-3.0,63.89,3.34,2.79,0.0,0,0,1,0,0,0,0,0,0,0,
360,43.29818,78.12717,19.67,40,-3.94,122.62,45.94,46.67,1.0,1,0,1,3,0,0,0,0,1,0,Tight turn with steering angle 46.67 deg (above 35 threshold) and yaw rate 45.94 deg/s
361,43.29856,78.12767,35.51,40,2.0,52.77,3.67,2.42,0.0,0,0,1,2,0,0,0,0,0,0,
362,43.29932,78.12832,55.58,100,2.0,40.54,2.02,1.01,0.0,0,3,0,2,0,0,0,0,0,0,
363,43.30035,78.12985,49.48,60,-3.0,56.05,7.4,3.73,-1.0,0,0,2,2,0,0,0,0,0,0,
364,43.30187,78.13192,40.82,40,2.0,53.71,1.02,0.6,1.0,0,1,1,2,0,0,0,0,0,0,
365,43.30221,78.13225,54.74,100,2.0,44.14,1.6,0.8,0.0,1,1,0,0,0,0,0,0,0,0,
366,43.30267,78.13307,52.91,100,-3.0,60.71,2.86,1.43,-1.0,2,0,0,2,0,0,0,0,0,0,
367,43.30345,78.1338,41.2,40,-3.0,43.1,7.62,4.47,0.0,1,0,1,2,0,0,0,0,0,0,
368,43.3042,78.13486,36.12,100,2.0,54.72,2.82,1.84,1.0,1,3,0,3,0,0,0,0,0,0,
369,43.30497,78.13571,66.71,100,2.0,47.83,1.03,0.52,0.0,1,0,0,3,0,0,0,0,0,0,
370,43.30534,78.13588,53.38,60,-7.4,24.68,10.31,5.16,-2.81,0,1,2,2,1,0,0,0,0,0,Sudden brake with acceleration -7.4 m/s² (below -6 threshold)
371,43.30568,78.13578,36.44,60,-3.0,343.61,25.0,12.5,0.0,1,0,2,1,0,0,0,0,0,0,
372,43.30598,78.13594,41.73,60,-2.16,28.07,25.0,14.5,0.84,1,1,2,2,0,0,0,0,0,0,
373,43.30671,78.13685,49.89,60,2.0,51.26,10.98,5.5,1.0,0,0,2,1,0,0,0,0,0,0,
374,43.30733,78.13794,73.62,100,-2.8,60.37,1.37,0.68,-1.0,1,0,0,3,0,0,0,0,0,0,
375,43.30769,78.13889,43.18,60,-3.0,69.25,4.79,2.7,-0.2,1,0,2,2,0,0,0,0,0,0,
376,43.30779,78.1393,22.22,40,2.0,76.29,5.18,4.82,1.0,0,2,1,2,0,0,0,0,0,0,
377,43.30786,78.14023,64.87,100,2.0,85.7,1.41,0.71,0.0,1,0,0,1,0,0,0,0,0,0,
378,43.30778,78.14074,54.31,100,-3.0,98.91,2.23,1.11,-1.0,0,1,0,0,0,0,0,0,0,0,
379,43.30769,78.14096,75.33,100,-1.73,112.25,2.25,1.12,1.0,1,2,0,1,0,0,0,0,0,0,
380,43.30776,78.14127,0.0,60,-8.27,77.28,16.48,8.24,-4.19,0,0,2,2,0,0,1,0,0,0,Sudden stop with speed drop of 75.3 km/h and hard braking (-8.27 m/s²)
381,43.30797,78.14172,0.0,100,-8.49,64.98,1.84,0.92,-2.16,1,0,0,0,0,0,1,0,0,0,Sudden stop with speed drop of 0.0 km/h and hard braking (-8.49 m/s²)
382,43.30826,78.14196,0.0,100,-7.62,39.61,3.81,1.9,-2.84,0,0,0,3,0,0,1,0,0,0,Sudden stop with speed drop of 0.0 km/h and hard braking (-7.62 m/s²)
383,43.30851,78.1423,78.82,100,-3.0,53.67,2.11,1.05,-1.0,1,0,0,1,0,0,0,0,0,0,
384,43.30873,78.14263,28.03,40,-3.0,56.31,1.6,1.26,0.0,0,0,1,2,0,0,0,0,0,0,
385,43.30901,78.14317,65.26,100,2.0,62.59,0.94,0.47,1.0,1,0,0,1,0,0,0,0,0,0,
386,43.30948,78.14387,66.82,100,-3.0,56.12,0.97,0.49,-1.0,1,0,0,0,0,0,0,0,0,0,
387,43.30966,78.14421,29.82,40,2.0,62.1,3.44,2.59,1.0,1,0,1,2,0,0,0,0,0,0,
388,43.30989,78.14452,93.25,100,2.0,53.43,1.3,0.65,0.0,0,0,0,1,0,0,0,0,0,0,
389,43.30997,78.14476,73.57,100,-3.0,71.57,2.72,1.36,-1.0,1,0,0,1,0,0,0,0,0,0,
390,43.30984,78.14527,49.08,100,-3.0,104.3,6.05,3.07,0.0,0,2,0,2,0,0,0,0,0,0,
391,43.30996,78.14684,42.27,100,2.0,85.63,3.95,2.27,1.0,0,3,0,1,0,0,0,0,0,0,
392,43.31023,78.14863,57.44,100,-3.0,81.42,0.67,0.34,-1.0,2,0,0,1,0,0,0,0,0,0,
393,43.31026,78.14908,27.41,40,-3.0,86.19,2.94,2.36,0.0,0,3,1,2,0,0,0,0,0,0,
394,43.31023,78.15043,22.52,40,-3.0,91.27,3.7,3.41,0.0,2,0,1,3,0,0,0,0,0,0,
395,43.31023,78.15043,5.0,40,2.0,0.0,25.0,30.0,1.0,1,3,1,2,0,0,0,0,0,0,
396,43.31036,78.15113,30.76,60,2.0,79.48,25.0,18.4,0.0,2,0,2,1,0,0,0,0,0,0,
397,43.31046,78.15134,29.31,40,-2.45,64.54,8.71,6.65,-1.0,0,1,1,0,0,0,0,0,0,0,
398,43.31071,78.15163,81.16,40,2.0,49.24,10.24,8.81,1.0,0,2,1,3,0,0,0,0,0,0,
399,43.31142,78.15308,0.0,100,-8.89,63.91,2.2,1.1,-4.04,0,0,0,3,0,0,1,0,0,0,Sudden stop with speed drop of 81.2 km/h and hard braking (-8.89 m/s²)
400,43.31167,78.15338,67.28,100,-3.0,50.19,2.06,1.03,-1.0,1,0,0,2,0,0,0,0,0,0,
401,43.31196,78.15416,19.55,40,-3.0,69.61,15.81,16.05,0.0,2,0,1,0,0,0,0,0,0,0,
402,43.31213,78.15469,86.13,40,2.0,72.22,2.04,2.01,1.0,0,0,1,3,0,0,0,0,0,0,
403,43.31231,78.15582,0.0,100,-6.17,80.95,1.31,0.65,-4.5,0,0,0,3,0,0,1,0,0,0,Sudden stop with speed drop of 86.1 km/h and hard braking (-6.17 m/s²)
404,43.31246,78.15649,84.14,100,-3.0,77.38,0.54,0.27,-1.0,0,0,0,2,0,0,0,0,0,0,
405,43.31225,78.15895,44.95,60,-2.17,94.88,9.11,4.97,0.83,0,0,2,3,0,0,0,0,0,0,
406,43.31225,78.1596,78.93,100,-1.85,90.0,0.73,0.37,0.32,1,0,0,2,0,0,0,0,0,0,
407,43.31223,78.16027,40.52,60,-3.0,91.71,0.98,0.58,-1.0,0,0,2,0,0,0,0,0,0,0,
408,43.31214,78.16098,42.13,60,2.0,97.22,3.04,1.75,1.0,0,1,2,2,0,0,0,0,0,0,
409,43.31202,78.16129,53.12,60,2.0,111.16,6.23,3.12,0.0,1,1,2,1,0,0,0,0,0,0,
410,43.31225,78.16205,35.16,100,-3.92,159.77,47.48,44.89,-1.0,1,1,0,0,0,0,0,0,1,0,Tight turn with steering angle 44.89 deg (above 35 threshold) and yaw rate 47.48 deg/s
411,43.31239,78.1631,33.23,40,2.0,101.71,38.57,30.86,1.0,0,0,1,2,0,0,0,1,0,0,Sudden turn with yaw rate 38.57 deg/s (above 25 threshold) at speed 33.23 km/h
412,43.31239,78.16376,69.79,100,2.0,90.0,1.14,0.57,0.0,1,0,0,3,0,0,0,0,0,0,
413,43.31241,78.16422,47.21,60,-3.0,87.51,1.24,0.65,-1.0,0,0,2,0,0,0,0,0,0,0,
414,43.31279,78.16494,52.26,100,2.0,62.18,4.42,2.21,1.0,0,2,0,3,0,0,0,0,0,0,
415,43.31294,78.16557,83.92,100,-1.85,76.61,2.16,1.08,-1.0,0,0,0,0,0,0,0,0,0,0,
416,43.31308,78.166,47.81,60,-3.0,71.97,2.29,1.19,-1.0,0,0,2,0,0,0,0,0,0,0,
417,43.31311,78.16694,50.35,60,-3.0,88.17,7.61,3.81,0.0,1,0,2,1,0,0,0,0,0,0,
418,43.31365,78.16832,26.22,40,-3.0,68.63,12.52,10.37,0.0,1,0,1,1,0,0,0,0,0,0,
419,43.31381,78.1687,31.29,60,2.0,88.36,26.65,21.32,1.0,2,0,2,1,0,0,0,1,0,0,Sudden turn with yaw rate 26.65 deg/s (above 25 threshold) at speed 31.29 km/h
420,43.31385,78.16924,62.0,100,-6.96,85.76,2.79,1.39,-3.87,1,1,0,0,1,0,0,0,0,0,Sudden brake with acceleration -6.96 m/s² (below -6 threshold)
421,43.31423,78.16992,48.67,60,2.0,60.8,13.99,8.17,0.0,1,0,2,2,0,0,0,0,0,0,
422,43.31423,78.16992,70.97,100,-3.0,0.0,9.12,4.56,-1.0,0,0,0,0,0,0,0,0,0,0,
